 PNT     QH        QK        QL        EN          M1       M2      TIME     CNTS       M3     A2        A3        A4        TT    
   1    1.9996   -0.5401    0.0000    2.4987     5000     2020      8.35       98       15   37.9641  -49.3575  -56.4800   11.8002 
   2    1.9996   -0.5202    0.0000    2.4987     5000     1951      8.16       94       12   37.9641  -48.7600  -56.3275   11.8000 
   3    1.9996   -0.5001    0.0000    2.4987     5000     1930      8.16      109       10   37.9641  -48.1600  -56.1775   11.8001 
   4    1.9995   -0.4802    0.0000    2.4987     5000     1892      7.97      151       11   37.9641  -47.5625  -56.0350   11.7999 
   5    1.9995   -0.4602    0.0000    2.4987     5000     2003      8.04      154       15   37.9641  -46.9625  -55.8975   11.8002 
   6    1.9996   -0.4401    0.0000    2.4987     5000     1949      8.30      192       13   37.9641  -46.3625  -55.7675   11.8001 
   7    1.9996   -0.4202    0.0000    2.4987     5000     1873      8.12      272       16   37.9641  -45.7650  -55.6425   11.8000 
   8    1.9996   -0.4002    0.0000    2.4987     5000     1902      8.13      364       16   37.9641  -45.1650  -55.5225   11.8000 
   9    1.9996   -0.3801    0.0000    2.4987     5000     1842      7.97      443       17   37.9641  -44.5650  -55.4100   11.7999 
  10    1.9996   -0.3602    0.0000    2.4987     5000     1907      8.07      551       15   37.9641  -43.9675  -55.3000   11.8001 
  11    1.9996   -0.3402    0.0000    2.4987     5000     1859      7.91      633       22   37.9641  -43.3700  -55.1975   11.8001 
  12    1.9996   -0.3202    0.0000    2.4987     5000     1989      8.02      776       14   37.9641  -42.7725  -55.1025   11.8001 
  13    1.9995   -0.3002    0.0000    2.4987     5000     1984      8.20      873       19   37.9641  -42.1750  -55.0075   11.8002 
  14    1.9996   -0.2802    0.0000    2.4987     5000     1904      8.02      994       23   37.9641  -41.5800  -54.9250   11.8001 
  15    1.9996   -0.2602    0.0000    2.4987     5000     1978      8.12     1014       14   37.9641  -40.9850  -54.8450   11.8001 
  16    1.9998   -0.2401    0.0000    2.4987     5000     1883      8.11     1040       15   37.9641  -40.3900  -54.7775   11.8002 
  17    1.9995   -0.2202    0.0000    2.4987     5000     1897      7.92     1003       15   37.9641  -39.7975  -54.7025   11.8001 
  18    1.9999   -0.2001    0.0000    2.4987     5000     1839      8.03      957       16   37.9641  -39.2050  -54.6500   11.8000 
  19    1.9997   -0.1802    0.0000    2.4987     5000     1893      8.02      900       15   37.9641  -38.6150  -54.5875   11.8000 
  20    1.9996   -0.1602    0.0000    2.4987     5000     1870      8.05      776       20   37.9641  -38.0250  -54.5350   11.8002 
  21    2.0001   -0.1400    0.0000    2.4987     5000     1916      7.78      696       30   37.9641  -37.4375  -54.5050   11.8001 
  22    1.9998   -0.1202    0.0000    2.4987     5000     1847      7.97      636       27   37.9641  -36.8525  -54.4600   11.8001 
  23    1.9998   -0.1002    0.0000    2.4987     5000     1946      8.12      557       30   37.9641  -36.2675  -54.4250   11.8002 
  24    1.9997   -0.0802    0.0000    2.4987     5000     1989      8.27      548       33   37.9641  -35.6850  -54.3950   11.7999 
  25    2.0004   -0.0600    0.0000    2.4987     5000     1932      8.16      469       37   37.9641  -35.1050  -54.3950   11.7998 
  26    1.9996   -0.0402    0.0000    2.4987     5000     2001      8.36      446       51   37.9641  -34.5250  -54.3575   11.7999 
  27    1.9999   -0.0202    0.0000    2.4987     5000     1946      8.12      410       30   37.9641  -33.9500  -54.3575   11.7998 
  28    2.0001   -0.0001    0.0000    2.4987     5000     1938      8.23      395       57   37.9641  -33.3750  -54.3600   11.8002 
  29    2.0000    0.0199    0.0000    2.4987     5000     1900      8.10      363       35   37.9641  -32.8025  -54.3600   11.7999 
  30    1.9997    0.0398    0.0000    2.4987     5000     1852      8.03      383       67   37.9641  -32.2325  -54.3600   11.8001 
  31    1.9998    0.0598    0.0000    2.4987     5000     1919      8.12      373       84   37.9641  -31.6675  -54.3775   11.8002 
  32    1.9998    0.0799    0.0000    2.4987     5000     1929      8.20      388      164   37.9641  -31.1025  -54.4000   11.8000 
  33    2.0000    0.0999    0.0000    2.4987     5000     1934      8.21      386      205   37.9641  -30.5425  -54.4300   11.8002 
  34    2.0001    0.1200    0.0000    2.4987     5000     1927     16.48      516      334   37.9641  -29.9850  -54.4675   11.8001 
  35    2.0003    0.1401    0.0000    2.4987     5000     1970      8.31      608      419   37.9641  -29.4300  -54.5125   11.8001 
  36    2.0004    0.1602    0.0000    2.4987     5000     1967      8.15      656      502   37.9641  -28.8775  -54.5600   11.8001 
  37    2.0001    0.1799    0.0000    2.4987     5000     1900      8.04      781      582   37.9641  -28.3300  -54.6000   11.8001 
  38    2.0002    0.2000    0.0000    2.4987     5000     1891      8.08      946      530   37.9641  -27.7850  -54.6600   11.8001 
  39    2.0004    0.2202    0.0000    2.4987     5000     1921      8.18     1011      407   37.9641  -27.2425  -54.7275   11.8001 
  40    2.0001    0.2400    0.0000    2.4987     5000     1982      8.23     1185      287   37.9641  -26.7050  -54.7850   11.8001 
  41    2.0003    0.2602    0.0000    2.4987     5000     1883      8.21     1334      190   37.9641  -26.1700  -54.8675   11.8000 
  42    2.0004    0.2802    0.0000    2.4987     5000     1977      8.19     1336      102   37.9641  -25.6400  -54.9475   11.8002 
  43    2.0004    0.3002    0.0000    2.4987     5000     1935      8.08     1124       62   37.9641  -25.1150  -55.0350   11.8001 
  44    2.0002    0.3201    0.0000    2.4987     5000     1827      7.97      917       39   37.9641  -24.5925  -55.1200   11.8001 
  45    2.0004    0.3401    0.0000    2.4987     5000     1908      8.20      713       41   37.9641  -24.0750  -55.2225   11.8002 
  46    2.0003    0.3601    0.0000    2.4987     5000     1940      8.19      489       19   37.9641  -23.5600  -55.3200   11.8001 
  47    2.0004    0.3802    0.0000    2.4987     5000     1939      7.97      317       23   37.9641  -23.0500  -55.4325   11.8001 
  48    2.0002    0.4000    0.0000    2.4987     5000     1925      8.34      254       22   37.9641  -22.5450  -55.5400   11.8001 
  49    2.0003    0.4201    0.0000    2.4987     5000     1873      8.14      178       27   37.9641  -22.0450  -55.6650   11.7999 
  50    2.0002    0.4401    0.0000    2.4987     5000     1845      7.94      147       10   37.9641  -21.5475  -55.7850   11.8000 
  51    2.0003    0.4601    0.0000    2.4987     5000     1940      8.05      139       12   37.9641  -21.0575  -55.9200   11.8002 
  52    2.0003    0.4802    0.0000    2.4987     5000     1938      8.08      115       11   37.9641  -20.5700  -56.0575   11.8000 
  53    2.0003    0.5001    0.0000    2.4987     5000     1963      8.31       92       15   37.9641  -20.0875  -56.1975   11.8001 
  54    2.0003    0.5202    0.0000    2.4987     5000     1938      8.02       94       12   37.9641  -19.6100  -56.3475   11.8001 
  55    2.0003    0.5402    0.0000    2.4987     5000     2037      8.36       80       17   37.9641  -19.1375  -56.5000   11.8001 
