 PNT     QH        QK        QL        EN          M1       M2      TIME     CNTS       M3     A2        A3        A4        TT    
   1    1.6000    2.4005    0.0000    1.5001     2500     1093      4.50       94       11   39.1643   10.8250  -84.2600  124.9680 
   2    1.6201    2.3796    0.0000    1.5001     2500     1035      4.30      106       13   39.1643   10.3650  -84.0425  125.0530 
   3    1.6400    2.3597    0.0000    1.5001     2500     1074      4.36      172        8   39.1643    9.9000  -83.8575  125.1350 
   4    1.6601    2.3396    0.0000    1.5001     2500     1069      4.41      253       13   39.1643    9.4250  -83.6825  125.2140 
   5    1.6801    2.3196    0.0000    1.5001     2500     1032      4.42      364       20   39.1643    8.9450  -83.5175  125.2940 
   6    1.7000    2.2996    0.0000    1.5001     2500     1062      4.39      533       20   39.1643    8.4600  -83.3625  125.3340 
   7    1.7200    2.2796    0.0000    1.5001     2500      985      4.27      734       13   39.1643    7.9675  -83.2175  125.4090 
   8    1.7401    2.2596    0.0000    1.5001     2500     1044      4.36     1114       15   39.1643    7.4675  -83.0825  125.4870 
   9    1.7600    2.2396    0.0000    1.5001     2500     1034      4.36     1479       17   39.1643    6.9625  -82.9575  125.5600 
  10    1.7800    2.2196    0.0000    1.5001     2500     1075      4.41     1816       34   39.1643    6.4525  -82.8425  125.6320 
  11    1.8000    2.1997    0.0000    1.5001     2500     1020      4.44     2200       45   39.1643    5.9350  -82.7400  125.7040 
  12    1.8200    2.1796    0.0000    1.5001     2500     1009      4.41     2340      103   39.1643    5.4125  -82.6425  125.7760 
  13    1.8400    2.1596    0.0000    1.5001     2500     1039      4.40     2248      202   39.1643    4.8825  -82.5575  125.8180 
  14    1.8600    2.1397    0.0000    1.5001     2500     1046      4.39     2171      319   39.1643    4.3500  -82.4825  125.8790 
  15    1.8800    2.1195    0.0000    1.5001     2500     1029      4.27     1990      413   39.1643    3.8100  -82.4125  125.9470 
  16    1.9000    2.0999    0.0000    1.5001     2500      973      4.22     1843      620   39.1643    3.2650  -82.3700  125.9790 
  17    1.9200    2.0798    0.0000    1.5001     2500     1035      4.31     1830      600   39.1643    2.7125  -82.3225  126.0460 
  18    1.9400    2.0596    0.0000    1.5001     2500     1030      4.31     1709      611   39.1643    2.1575  -82.2825  126.1130 
  19    1.9600    2.0406    0.0000    1.5001     2500     1017      4.30     1563      507   39.1643    1.5975  -82.2825  126.1450 
  20    1.9800    2.0196    0.0000    1.5001     2500     1007      4.36     1552      300   39.1643    1.0300  -82.2425  126.2090 
  21    2.0000    1.9998    0.0000    1.5001     2500     1083      4.48     1533      139   39.1643    0.4600  -82.2425  126.2720 
  22    2.0200    1.9796    0.0000    1.5001     2500     1042      4.35     1430       75   39.1643   -0.1150  -82.2425  126.3050 
  23    2.0400    1.9597    0.0000    1.5001     2500     1036      4.31     1501       50   39.1643   -0.6950  -82.2600  126.3640 
  24    2.0600    1.9398    0.0000    1.5001     2500     1033      4.43     1777       40   39.1643   -1.2800  -82.2875  126.4240 
  25    2.0800    1.9200    0.0000    1.5001     2500     1002      4.27     1654       27   39.1643   -1.8675  -82.3275  126.4830 
  26    2.1000    1.9004    0.0000    1.5001     2500     1101      4.69     1973       29   39.1643   -2.4600  -82.3825  126.5120 
  27    2.1201    1.8805    0.0000    1.5001     2500      979      4.25     1867       21   39.1643   -3.0575  -82.4400  126.5670 
  28    2.1401    1.8604    0.0000    1.5001     2500      981      4.25     1851       23   39.1643   -3.6600  -82.5050  126.6240 
  29    2.1601    1.8402    0.0000    1.5001     2500      968      4.29     1830       11   39.1643   -4.2650  -82.5725  126.6780 
  30    2.1801    1.8205    0.0000    1.5001     2500     1056      4.46     1869       19   39.1643   -4.8725  -82.6650  126.7330 
  31    2.2001    1.8004    0.0000    1.5001     2500     1054      4.46     1571        8   39.1643   -5.4875  -82.7600  126.7840 
  32    2.2201    1.7804    0.0000    1.5001     2500     1020      4.37     1393       17   39.1643   -6.1025  -82.8650  126.8340 
  33    2.2401    1.7604    0.0000    1.5001     2500     1011      4.24     1124       12   39.1643   -6.7225  -82.9800  126.8860 
  34    2.2601    1.7405    0.0000    1.5001     2500     1046      4.33      892       14   39.1643   -7.3450  -83.1050  126.9360 
  35    2.2801    1.7204    0.0000    1.5001     2500     1042      4.32      639        8   39.1643   -7.9725  -83.2400  126.9840 
  36    2.3001    1.7004    0.0000    1.5001     2500     1006      4.42      468        8   39.1643   -8.6025  -83.3850  127.0300 
  37    2.3201    1.6804    0.0000    1.5001     2500     1037      4.36      324        7   39.1643   -9.2350  -83.5400  127.0760 
  38    2.3401    1.6604    0.0000    1.5001     2500     1001      4.46      244       11   39.1643   -9.8700  -83.7050  127.1210 
  39    2.3602    1.6404    0.0000    1.5001     2500     1027      4.46      181       12   39.1643  -10.5100  -83.8800  127.1660 
  40    2.3801    1.6204    0.0000    1.5001     2500     1016      4.42      119       16   39.1643  -11.1500  -84.0625  127.2080 
  41    2.4002    1.6004    0.0000    1.5001     2500     1030      4.30       70        8   39.1643  -11.7950  -84.2600  127.2700 
