 PNT     QH        QK        QL        EN          M1       M2      TIME     CNTS       M3     A2        A3        A4        TT    
   1    1.5996   -0.0002    0.0000    2.9989     5000     1815      8.06      374       17   37.4031  -29.8300  -42.3325   11.8005 
   2    1.6204    0.0000    0.0000    2.9989     5000     1884      7.88      424       15   37.4031  -30.0150  -42.9200   11.8003 
   3    1.6403    0.0000    0.0000    2.9989     5000     1791      7.72      432       19   37.4031  -30.2025  -43.4825   11.8003 
   4    1.6604    0.0001    0.0000    2.9989     5000     1854      7.61      507       20   37.4031  -30.3900  -44.0500   11.8003 
   5    1.6804    0.0001    0.0000    2.9989     5000     1813      7.74      456       22   37.4031  -30.5825  -44.6175   11.8000 
   6    1.7004    0.0001    0.0000    2.9989     5000     1869      7.80      472       22   37.4031  -30.7775  -45.1875   11.8001 
   7    1.7203    0.0001    0.0000    2.9989     5000     1793      7.81      479       27   37.4031  -30.9750  -45.7550   11.8004 
   8    1.7404    0.0001    0.0000    2.9989     5000     1812      7.72      449       21   37.4031  -31.1750  -46.3275   11.8004 
   9    1.7603    0.0000    0.0000    2.9989     5000     1864      7.84      465       32   37.4031  -31.3775  -46.8975   11.8001 
  10    1.7804    0.0000    0.0000    2.9989     5000     1866      7.89      441       26   37.4031  -31.5825  -47.4725   11.8003 
  11    1.8003    0.0001    0.0000    2.9989     5000     1991      8.11      498       34   37.4031  -31.7875  -48.0450   11.8002 
  12    1.8204    0.0001    0.0000    2.9989     5000     1846      8.01      505       26   37.4031  -31.9975  -48.6225   11.8003 
  13    1.8404    0.0001    0.0000    2.9989     5000     1859      7.77      481       35   37.4031  -32.2075  -49.1975   11.8005 
  14    1.8604    0.0001    0.0000    2.9989     5000     1923      7.98      484       31   37.4031  -32.4200  -49.7750   11.8003 
  15    1.8803    0.0000    0.0000    2.9989     5000     1840      7.91      481       24   37.4031  -32.6375  -50.3525   11.8004 
  16    1.9004    0.0001    0.0000    2.9989     5000     1884      7.90      389       37   37.4031  -32.8525  -50.9350   11.8003 
  17    1.9203    0.0001    0.0000    2.9989     5000     1906      7.80      324       36   37.4031  -33.0725  -51.5150   11.8001 
  18    1.9404    0.0001    0.0000    2.9989     5000     1925      7.99      318       31   37.4031  -33.2925  -52.1000   11.8002 
  19    1.9603    0.0000    0.0000    2.9989     5000     1827      7.79      250       30   37.4031  -33.5175  -52.6825   11.8003 
  20    1.9804    0.0001    0.0000    2.9989     5000     1914      7.92      239       23   37.4031  -33.7425  -53.2700   11.8005 
  21    2.0004    0.0001    0.0000    2.9989     5000     1814      7.99      216       23   37.4031  -33.9700  -53.8575   11.8004 
  22    2.0204    0.0001    0.0000    2.9989     5000     1758      7.91      189       21   37.4031  -34.1975  -54.4475   11.8003 
  23    2.0403    0.0000    0.0000    2.9989     5000     1804      7.58      225       28   37.4031  -34.4300  -55.0350   11.8006 
  24    2.0604    0.0001    0.0000    2.9989     5000     1951      7.97      261       26   37.4031  -34.6625  -55.6300   11.8003 
  25    2.0803    0.0001    0.0000    2.9989     5000     1923      7.89      315       26   37.4031  -34.8950  -56.2200   11.8001 
  26    2.1004    0.0001    0.0000    2.9989     5000     1914      7.82      415       26   37.4031  -35.1325  -56.8175   11.8000 
  27    2.1204    0.0001    0.0000    2.9989     5000     1869      7.78      489       22   37.4031  -35.3700  -57.4150   11.7998 
  28    2.1404    0.0001    0.0000    2.9989     5000     1873      7.92      496       16   37.4031  -35.6100  -58.0125   11.8004 
  29    2.1603    0.0001    0.0000    2.9989     5000     1930      8.02      520       17   37.4031  -35.8525  -58.6100   11.8008 
  30    2.1804    0.0001    0.0000    2.9989     5000     1835      7.89      452       28   37.4031  -36.0950  -59.2150   11.8007 
  31    2.2004    0.0001    0.0000    2.9989     5000     1833      7.92      391       21   37.4031  -36.3400  -59.8175   11.8008 
  32    2.2204    0.0001    0.0000    2.9989     5000     1879      8.05      360       21   37.4031  -36.5875  -60.4225   11.8007 
  33    2.2403    0.0001    0.0000    2.9989     5000     1962      8.16      280       20   37.4031  -36.8350  -61.0275   11.8007 
  34    2.2603    0.0001    0.0000    2.9989     5000     1858      7.77      233       17   37.4031  -37.0875  -61.6375   11.8004 
  35    2.2804    0.0002    0.0000    2.9989     5000     1864      7.95      227       15   37.4031  -37.3375  -62.2500   11.8003 
  36    2.3004    0.0001    0.0000    2.9989     5000     1851      8.00      227       16   37.4031  -37.5925  -62.8625   11.8002 
  37    2.3203    0.0001    0.0000    2.9989     5000     1832      7.78      238       19   37.4031  -37.8475  -63.4750   11.8002 
  38    2.3403    0.0001    0.0000    2.9989     5000     1834      7.94      251       12   37.4031  -38.1050  -64.0925   11.8001 
  39    2.3603    0.0001    0.0000    2.9989     5000     1904      7.90      193       19   37.4031  -38.3650  -64.7100   11.8006 
  40    2.3804    0.0001    0.0000    2.9989     5000     1885      7.86      169       12   37.4031  -38.6250  -65.3325   11.8007 
  41    2.4003    0.0001    0.0000    2.9989     5000     1870      7.88      159       12   37.4031  -38.8875  -65.9550   11.8004 
