 PNT     QH        QK        QL        EN          M1       M2      TIME     CNTS       M3     A2        A3        A4        TT    
   1    2.2596   -0.0001    0.0000    7.4987     5000     1594      6.54       53       16   33.2701  -40.9575  -56.6950   11.8009 
   2    2.2804    0.0001    0.0000    7.4987     5000     1539      6.66       59       18   33.2701  -41.1200  -57.2900   11.8009 
   3    2.3003    0.0000    0.0000    7.4987     5000     1526      6.56       56        9   33.2701  -41.2850  -57.8625   11.8009 
   4    2.3204    0.0001    0.0000    7.4987     5000     1646      6.60       62       14   33.2701  -41.4500  -58.4425   11.8011 
   5    2.3404    0.0001    0.0000    7.4987     5000     1579      6.62       56       11   33.2701  -41.6200  -59.0200   11.8009 
   6    2.3604    0.0001    0.0000    7.4987     5000     1653      6.62       70       14   33.2701  -41.7925  -59.6000   11.8009 
   7    2.3804    0.0000    0.0000    7.4987     5000     1561      6.52       95       20   33.2701  -41.9675  -60.1800   11.8007 
   8    2.4004    0.0001    0.0000    7.4987     5000     1511      6.54      109       13   33.2701  -42.1425  -60.7625   11.8009 
   9    2.4203    0.0001    0.0000    7.4987     5000     1532      6.55      124       12   33.2701  -42.3225  -61.3450   11.8009 
  10    2.4404    0.0002    0.0000    7.4987     5000     1547      6.68      169       12   33.2701  -42.5025  -61.9325   11.8007 
  11    2.4603    0.0001    0.0000    7.4987     5000     1544      6.79      190        9   33.2701  -42.6875  -62.5175   11.8008 
  12    2.4803    0.0001    0.0000    7.4987     5000     1490      6.71      215       13   33.2701  -42.8725  -63.1050   11.8009 
  13    2.5004    0.0001    0.0000    7.4987     5000     1621      6.59      251       17   33.2701  -43.0625  -63.6975   11.8010 
  14    2.5203    0.0000    0.0000    7.4987     5000     1577      6.67      227       12   33.2701  -43.2525  -64.2875   11.8010 
  15    2.5403    0.0001    0.0000    7.4987     5000     1610      6.70      214       16   33.2701  -43.4450  -64.8825   11.8009 
  16    2.5603    0.0001    0.0000    7.4987     5000     1554      6.70      207       11   33.2701  -43.6400  -65.4775   11.8009 
  17    2.5803    0.0001    0.0000    7.4987     5000     1521      6.67      175       15   33.2701  -43.8375  -66.0750   11.8011 
  18    2.6003    0.0001    0.0000    7.4987     5000     1651      6.70      166       24   33.2701  -44.0350  -66.6750   11.8009 
  19    2.6204    0.0001    0.0000    7.4987     5000     1634      6.67      132       16   33.2701  -44.2375  -67.2775   11.8011 
  20    2.6404    0.0002    0.0000    7.4987     5000     1532      6.60      138       15   33.2701  -44.4400  -67.8800   11.8009 
  21    2.6604    0.0001    0.0000    7.4987     5000     1580      6.80      123       11   33.2701  -44.6475  -68.4850   11.8010 
  22    2.6804    0.0001    0.0000    7.4987     5000     1619      6.73      100       13   33.2701  -44.8550  -69.0925   11.8011 
  23    2.7004    0.0001    0.0000    7.4987     5000     1556      6.56       87       19   33.2701  -45.0650  -69.7025   11.8010 
  24    2.7203    0.0001    0.0000    7.4987     5000     1486      6.45       81       13   33.2701  -45.2775  -70.3125   11.8009 
  25    2.7403    0.0002    0.0000    7.4987     5000     1573      6.65       71       13   33.2701  -45.4900  -70.9250   11.8009 
