 PNT     QH        QK        QL        EN          M1       M2      TIME     CNTS       M3     A2        A3        A4        TT    
   1    2.1096   -0.0001    0.0000    5.4995     5000     1749      7.20       54       13   34.9294  -37.8250  -54.4700   11.8005 
   2    2.1304    0.0001    0.0000    5.4995     5000     1748      7.16       59       11   34.9294  -38.0075  -55.0675   11.8005 
   3    2.1504    0.0001    0.0000    5.4995     5000     1690      7.24       60       20   34.9294  -38.1925  -55.6475   11.8005 
   4    2.1704    0.0001    0.0000    5.4995     5000     1724      7.16       64       12   34.9294  -38.3800  -56.2250   11.8005 
   5    2.1904    0.0001    0.0000    5.4995     5000     1643      7.20       84        8   34.9294  -38.5700  -56.8075   11.8005 
   6    2.2104    0.0001    0.0000    5.4995     5000     1704      7.22       97        8   34.9294  -38.7625  -57.3900   11.8006 
   7    2.2304    0.0001    0.0000    5.4995     5000     1692      7.06      109       16   34.9294  -38.9575  -57.9725   11.8007 
   8    2.2504    0.0001    0.0000    5.4995     5000     1702      7.24      181       16   34.9294  -39.1525  -58.5575   11.8007 
   9    2.2704    0.0001    0.0000    5.4995     5000     1661      7.18      190       12   34.9294  -39.3525  -59.1450   11.8005 
  10    2.2903    0.0001    0.0000    5.4995     5000     1735      7.26      248       20   34.9294  -39.5525  -59.7325   11.8007 
  11    2.3104    0.0002    0.0000    5.4995     5000     1716      7.09      265       14   34.9294  -39.7550  -60.3250   11.8005 
  12    2.3304    0.0001    0.0000    5.4995     5000     1689      7.22      270        7   34.9294  -39.9625  -60.9150   11.8006 
  13    2.3504    0.0002    0.0000    5.4995     5000     1805      7.31      226       12   34.9294  -40.1675  -61.5100   11.8004 
  14    2.3704    0.0002    0.0000    5.4995     5000     1702      7.05      210       15   34.9294  -40.3775  -62.1050   11.8004 
  15    2.3904    0.0002    0.0000    5.4995     5000     1678      7.16      188       15   34.9294  -40.5900  -62.7025   11.8006 
  16    2.4104    0.0002    0.0000    5.4995     5000     1669      7.09      123       17   34.9294  -40.8025  -63.3000   11.8007 
  17    2.4304    0.0001    0.0000    5.4995     5000     1620      7.16      122       14   34.9294  -41.0200  -63.9000   11.8007 
  18    2.4504    0.0001    0.0000    5.4995     5000     1738      7.22       84       17   34.9294  -41.2375  -64.5025   11.8007 
  19    2.4704    0.0001    0.0000    5.4995     5000     1718      7.09       70       19   34.9294  -41.4575  -65.1075   11.8008 
  20    2.4904    0.0001    0.0000    5.4995     5000     1644      7.25       60       12   34.9294  -41.6800  -65.7125   11.8006 
  21    2.5103    0.0002    0.0000    5.4995     5000     1667      7.11       68       16   34.9294  -41.9025  -66.3200   11.8006 
  22    2.5304    0.0002    0.0000    5.4995     5000     1638      7.10       69       16   34.9294  -42.1275  -66.9325   11.8008 
  23    2.5503    0.0001    0.0000    5.4995     5000     1692      7.24       62       12   34.9294  -42.3575  -67.5425   11.8007 
  24    2.5704    0.0001    0.0000    5.4995     5000     1696      7.40       62       14   34.9294  -42.5875  -68.1575   11.8006 
  25    2.5904    0.0002    0.0000    5.4995     5000     1666      6.99       51       13   34.9294  -42.8175  -68.7750   11.8007 
